"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","148308","runs the full flow once","","Sun Sep 21 20:08:05 IST 2025","passed","Sun Sep 21 20:10:33 IST 2025","","@e2e_play End-to-End via Play Store","",""
